1518524161.3099999, 6101.6270, 820.5926
1518524161.3260000, 6130.6354, 808.0056
1518524161.3550000, 6000.3903, 852.9838
1518524161.3720000, 5940.3463, 877.9043
1518524161.4170001, 6005.1553, 878.4856
1518524161.4460001, 5972.5924, 848.0668
1518524161.4619999, 5967.4136, 854.4233
1518524161.4900000, 5993.5849, 851.4286
1518524161.5090001, 6029.0618, 840.4636
1518524161.5339999, 5990.7577, 863.3392
1518524161.5669999, 5942.4553, 880.6191
1518524161.5799999, 5934.6525, 872.8360
1518524161.5960000, 5940.7694, 868.9354
1518524161.6140001, 5982.4961, 868.1340
1518524161.6420000, 5891.5990, 857.0423
1518524161.6570001, 5104.5644, 795.7319
1518524161.6689999, 4732.4413, 748.4730
1518524161.6870000, 4502.2387, 728.1877
1518524161.7149999, 3580.3129, 622.9105
1518524161.7320001, 3529.6483, 635.2871
1518524161.7470000, 3422.4073, 660.1397
1518524161.7600000, 3398.7041, 663.4784
1518524161.7920001, 3396.9721, 657.0188
1518524161.8060000, 3369.9646, 656.1373
1518524161.8230000, 3384.5994, 638.8117
1518524161.8360000, 3385.4071, 637.8987
1518524161.8680000, 3383.3872, 641.1478
1518524161.8820000, 3401.4883, 632.9832
1518524161.8959999, 3406.6767, 631.5580
1518524161.9119999, 3419.7632, 619.9282
1518524161.9289999, 3425.2361, 617.6201
1518524161.9400001, 3434.2260, 614.8096
1518524161.9570000, 3444.6954, 607.1205
1518524161.9710000, 3448.2543, 606.1242
1518524161.9849999, 3453.3754, 602.4588
1518524162.0170000, 3466.8849, 593.2901
1518524162.0300000, 3470.7862, 592.2525
1518524162.0469999, 3478.2236, 587.6718
1518524162.0639999, 3481.2102, 585.3087
1518524162.0750000, 3482.3003, 584.0371
1518524162.0920000, 3484.5389, 583.1824
1518524162.1080000, 3483.1375, 582.6202
1518524162.1190000, 3487.6312, 582.7169
1518524162.1389999, 3494.6634, 582.7854
1518524162.1650000, 3510.6290, 585.4573
1518524162.1840000, 3520.3618, 586.1870
1518524162.1980000, 3530.0942, 581.3317
1518524162.2100000, 3539.6559, 578.8986
1518524162.2270000, 3537.4539, 579.2748
1518524162.2409999, 3538.5705, 578.7372
1518524162.2550001, 3526.3543, 582.5248
1518524162.2730000, 3524.5000, 582.7930
1518524162.2869999, 3506.9175, 583.0671
1518524162.3199999, 3486.8054, 582.8056
1518524162.3320000, 3478.4942, 583.0708
1518524162.3460000, 3450.1555, 576.7194
1518524162.3629999, 3452.8312, 577.9660
1518524162.3770001, 3452.5717, 577.1442
1518524162.3889999, 3457.9517, 578.3285
1518524162.4070001, 3458.1128, 575.9836
1518524162.4219999, 3453.9684, 577.5492
1518524162.4349999, 3453.3710, 578.1039
1518524162.4679999, 3467.5380, 578.5314
1518524162.4800000, 3469.3105, 578.5604
1518524162.4979999, 3473.5575, 582.7790
1518524162.5109999, 3473.9064, 582.1733
1518524162.5239999, 3478.6484, 587.1763
1518524162.5450001, 3485.9040, 588.0073
1518524162.5569999, 3486.3748, 587.5684
1518524162.5699999, 3487.8186, 588.5817
1518524162.5860000, 3490.0065, 589.0943
1518524162.6180000, 3496.3604, 584.6576
1518524162.6329999, 3498.0645, 584.4869
1518524162.6470001, 3498.4042, 584.3301
1518524162.6610000, 3499.1024, 584.4270
1518524162.6770000, 3501.5923, 585.4038
1518524162.6919999, 3502.8055, 586.4349
1518524162.7049999, 3504.7960, 586.4523
1518524162.7240000, 3510.8080, 585.9346
1518524162.7370000, 3516.5651, 584.9257
1518524162.7709999, 3525.0954, 582.9753
1518524162.7820001, 3529.4410, 581.7979
1518524162.7950001, 3557.0652, 574.5889
1518524162.8130000, 3559.7850, 569.7817
1518524162.8260000, 3563.9954, 567.7745
1518524162.8420000, 3565.4425, 568.7446
1518524162.8570001, 3570.0749, 571.7134
1518524162.8740001, 3566.2575, 575.6757
1518524162.8850000, 3564.7571, 582.4756
1518524162.9200001, 3567.5486, 584.1725
1518524162.9300001, 3568.8909, 586.2761
1518524162.9470000, 3569.4050, 589.5840
1518524162.9630001, 3565.2179, 589.7003
1518524162.9749999, 3585.3826, 580.1461
1518524162.9930000, 3603.3153, 575.0267
1518524163.0060000, 3610.6497, 574.8432
1518524163.0220001, 3605.8230, 581.1605
1518524163.0369999, 3613.4234, 576.9768
1518524163.0660000, 3605.5298, 582.0986
1518524163.0820000, 3570.7477, 597.2365
1518524163.0969999, 3031.8126, 585.6591
1518524163.1120000, 3050.1447, 586.2273
1518524163.1259999, 3010.0603, 592.3884
1518524163.1420000, 3007.5159, 593.9926
1518524163.1559999, 2997.1394, 592.8063
1518524163.1710000, 3000.3917, 608.5104
1518524163.1889999, 2993.7553, 610.0654
1518524163.2179999, 2991.4813, 604.3261
1518524163.2320001, 2994.5437, 598.9531
1518524163.2470000, 2994.9178, 595.9648
1518524163.2609999, 2984.6600, 593.1512
1518524163.2790000, 2987.5577, 588.9733
1518524163.2890000, 2991.9229, 589.7917
1518524163.3060000, 2991.2366, 587.5083
1518524163.3210001, 2983.9950, 582.0055
1518524163.3340001, 2984.4567, 581.6293
1518524163.3690000, 2988.9352, 583.5058
1518524163.3789999, 2988.3460, 582.7094
1518524163.3970001, 2988.7913, 582.6939
1518524163.4119999, 2989.2914, 582.9671
1518524163.4250000, 2987.4160, 584.2613
1518524163.4410000, 2986.1334, 584.0832
